date,new_cases,new_deaths,new_tests
2020-04-20,1904,43,16961.0
2020-04-21,136,1,735.0
2020-04-22,1749,11,18011.0
2020-04-23,2523,14,19651.0
2020-04-24,3349,46,10421.0
2020-04-25,2955,92,3714.0
2020-04-26,3200,70,17373.0
2020-04-27,4862,8,13619.0
2020-04-28,496,15,18539.0
2020-04-29,1951,91,10397.0
2020-04-30,1127,2,13732.0
2020-05-01,712,29,NaN
2020-05-02,4541,41,11092.0
2020-05-03,4771,85,15276.0
2020-05-04,2518,31,9532.0
2020-05-05,3262,32,4361.0
2020-05-06,919,22,3578.0
2020-05-07,2638,52,NaN
2020-05-08,1327,56,7963.0
2020-05-09,3623,68,8933.0
2020-05-10,1919,55,17746.0
2020-05-11,3363,0,15744.0
2020-05-12,4051,1,18743.0
2020-05-13,2240,52,14746.0
2020-05-14,3439,44,6289.0
2020-05-15,2563,98,16245.0
2020-05-16,205,0,5535.0
2020-05-17,4364,71,NaN
2020-05-18,2714,75,15895.0
2020-05-19,4341,2,11903.0
2020-05-20,4702,88,13781.0
2020-05-21,1617,30,7638.0
2020-05-22,4279,95,18157.0
2020-05-23,170,4,19361.0
2020-05-24,2397,69,NaN
2020-05-25,4332,28,7180.0
2020-05-26,1742,7,1912.0
2020-05-27,509,5,1671.0
2020-05-28,293,4,6054.0
2020-05-29,1255,39,1331.0
2020-05-30,145,2,18184.0
2020-05-31,2873,4,14014.0
2020-06-01,1922,68,12690.0
2020-06-02,2267,63,15004.0
2020-06-03,1528,66,9970.0
2020-06-04,1203,52,15544.0
2020-06-05,411,8,2630.0
2020-06-06,4190,5,13684.0
2020-06-07,4955,47,6690.0
2020-06-08,3039,3,10618.0
2020-06-09,4908,93,16114.0
2020-06-10,2063,15,NaN
2020-06-11,4186,55,6733.0
2020-06-12,4704,73,6702.0
2020-06-13,2123,1,5498.0
2020-06-14,3572,43,19991.0
2020-06-15,1358,40,5185.0
2020-06-16,2534,14,16382.0
2020-06-17,1343,36,14537.0
2020-06-18,3001,82,12270.0
2020-06-19,1398,7,6636.0
2020-06-20,20,1,19506.0
2020-06-21,1250,22,11898.0
2020-06-22,4149,60,14180.0
2020-06-23,3583,15,12021.0
2020-06-24,334,12,16107.0
2020-06-25,1180,27,19706.0
2020-06-26,4577,7,15821.0
2020-06-27,1018,32,6263.0
2020-06-28,1719,21,16520.0
2020-06-29,3328,20,14229.0
2020-06-30,3801,69,6152.0
2020-07-01,639,27,7918.0
2020-07-02,1471,9,17178.0
2020-07-03,3416,26,16053.0
2020-07-04,1718,54,5431.0
2020-07-05,3174,77,16294.0
2020-07-06,1859,33,4023.0
2020-07-07,2109,11,16088.0
2020-07-08,4036,93,19923.0
2020-07-09,320,5,937.0
2020-07-10,1170,15,7384.0
2020-07-11,4532,10,13612.0
2020-07-12,2551,64,8584.0
2020-07-13,4479,48,19431.0
2020-07-14,714,13,4975.0
2020-07-15,3686,34,NaN
2020-07-16,4366,61,NaN
2020-07-17,1467,33,NaN
2020-07-18,3999,9,5226.0
2020-07-19,1529,13,2612.0
2020-07-20,4983,69,17558.0
2020-07-21,3076,34,15418.0
2020-07-22,4904,69,19215.0
2020-07-23,4447,13,14593.0
2020-07-24,3015,43,NaN
2020-07-25,2321,97,19835.0
2020-07-26,4441,18,9254.0
2020-07-27,1225,23,9483.0
2020-07-28,3903,78,9073.0
2020-07-29,4594,5,13177.0
2020-07-30,2644,8,NaN
2020-07-31,445,13,15277.0
2020-08-01,734,26,16671.0
2020-08-02,2996,71,7318.0
2020-08-03,3038,85,18491.0
2020-08-04,103,3,13854.0
2020-08-05,489,5,15091.0
2020-08-06,4556,98,18916.0
2020-08-07,1777,36,12903.0
2020-08-08,2017,25,16317.0
2020-08-09,4190,4,9450.0
2020-08-10,297,4,NaN
2020-08-11,2669,52,13548.0
2020-08-12,1986,10,16842.0
2020-08-13,716,32,14855.0
2020-08-14,1133,26,7618.0
2020-08-15,348,1,1476.0
2020-08-16,1811,70,12927.0
2020-08-17,434,7,14875.0
2020-08-18,3643,29,8314.0
2020-08-19,1784,72,11754.0
2020-08-20,1607,14,11540.0
2020-08-21,3783,77,14303.0
2020-08-22,439,15,17262.0
2020-08-23,1419,65,7707.0
2020-08-24,829,1,10788.0
2020-08-25,4050,7,14279.0
2020-08-26,2930,16,NaN
2020-08-27,810,33,19736.0
2020-08-28,1377,24,2671.0
2020-08-29,743,27,17564.0
2020-08-30,3045,0,11232.0
2020-08-31,16,0,NaN
2020-09-01,634,13,1605.0
2020-09-02,337,0,NaN
2020-09-03,4737,36,13503.0
2020-09-04,4412,51,4625.0
2020-09-05,1604,18,2926.0
2020-09-06,1747,45,18406.0
2020-09-07,4966,59,10301.0
2020-09-08,1023,42,3588.0
2020-09-09,2136,80,5697.0
2020-09-10,3297,76,12475.0
2020-09-11,3042,85,7726.0
2020-09-12,3920,100,12270.0
2020-09-13,1785,48,3808.0
2020-09-14,1160,33,5664.0
2020-09-15,495,8,10833.0
2020-09-16,884,5,17754.0
2020-09-17,3671,52,9640.0
2020-09-18,3335,3,16144.0
2020-09-19,1481,50,9916.0
2020-09-20,4174,98,NaN
2020-09-21,2957,47,12369.0
2020-09-22,4351,15,7891.0
2020-09-23,866,40,9801.0
2020-09-24,4977,59,18426.0
2020-09-25,4928,60,13798.0
2020-09-26,737,9,11512.0
2020-09-27,2774,60,3710.0
2020-09-28,2336,36,17374.0
2020-09-29,4647,39,17984.0
2020-09-30,3224,36,15403.0
2020-10-01,1596,11,17475.0
2020-10-02,2917,61,16275.0
2020-10-03,1098,46,12915.0
2020-10-04,3518,56,18243.0
2020-10-05,4178,93,9659.0
2020-10-06,1320,44,9938.0
2020-10-07,1932,67,19916.0
2020-10-08,4172,40,17815.0
2020-10-09,2631,72,13975.0
2020-10-10,2374,73,9503.0
2020-10-11,1158,5,14096.0
2020-10-12,2252,86,19730.0
2020-10-13,4726,31,5752.0
2020-10-14,4327,52,4877.0
2020-10-15,3580,20,14482.0
2020-10-16,2868,71,13335.0
2020-10-17,4763,27,NaN
2020-10-18,4642,84,6718.0
2020-10-19,623,15,13329.0
2020-10-20,4755,82,10340.0
2020-10-21,3787,83,17214.0
2020-10-22,3927,95,8624.0
2020-10-23,3326,44,7157.0
2020-10-24,3272,84,5179.0
2020-10-25,75,0,12999.0
2020-10-26,311,8,11859.0
2020-10-27,1405,6,4063.0
2020-10-28,1890,83,16681.0
2020-10-29,3744,80,6437.0
2020-10-30,3999,40,16729.0
2020-10-31,3620,91,19300.0
2020-11-01,1031,19,6220.0
2020-11-02,2379,95,14866.0
2020-11-03,523,12,14114.0
2020-11-04,1139,0,19145.0
2020-11-05,2684,58,13286.0
2020-11-06,51,2,1963.0
2020-11-07,819,4,3249.0
2020-11-08,3812,58,17765.0
2020-11-09,3578,10,4566.0
2020-11-10,966,35,4652.0
2020-11-11,1186,59,9273.0
2020-11-12,1238,40,10565.0
2020-11-13,4520,38,15184.0
2020-11-14,1599,18,5290.0
2020-11-15,2399,7,14733.0
2020-11-16,3201,53,11495.0
2020-11-17,3350,36,13730.0
2020-11-18,2019,87,4737.0
2020-11-19,1011,50,2313.0
2020-11-20,1648,15,17641.0
2020-11-21,1458,56,13143.0
2020-11-22,1614,61,4486.0
2020-11-23,2070,77,14794.0
2020-11-24,2618,5,9165.0
2020-11-25,1136,45,18737.0
2020-11-26,2898,79,5782.0
2020-11-27,1440,18,12944.0
2020-11-28,4665,43,8573.0
2020-11-29,1831,25,9817.0
2020-11-30,1693,51,5960.0
2020-12-01,4484,46,12805.0
2020-12-02,719,16,18685.0
2020-12-03,4828,68,12405.0
2020-12-04,4778,10,11982.0
2020-12-05,4684,79,8131.0
2020-12-06,853,23,9604.0
2020-12-07,3180,11,19399.0
2020-12-08,1020,25,14462.0
2020-12-09,651,9,7097.0
2020-12-10,1258,43,6454.0
2020-12-11,2799,17,12048.0
2020-12-12,1314,26,17210.0
2020-12-13,4033,77,17989.0
2020-12-14,3051,76,9081.0
2020-12-15,4758,8,5353.0
2020-12-16,1402,64,6840.0
2020-12-17,842,11,6376.0
2020-12-18,1637,41,18024.0
2020-12-19,3279,42,NaN
2020-12-20,1875,30,NaN
2020-12-21,4385,23,18571.0
2020-12-22,3611,58,NaN
2020-12-23,4056,8,12264.0
2020-12-24,2698,71,13878.0
2020-12-25,1002,9,NaN
2020-12-26,2975,37,14149.0
2020-12-27,1407,24,15978.0
2020-12-28,4943,62,18667.0
2020-12-29,4660,18,16461.0
2020-12-30,2249,18,13675.0
2020-12-31,2638,3,7413.0
2021-01-01,1872,46,14809.0
2021-01-02,4173,73,12954.0
2021-01-03,2251,3,3137.0
2021-01-04,2144,11,8526.0
2021-01-05,2163,73,19705.0
2021-01-06,2364,58,10403.0
2021-01-07,3637,64,19461.0
2021-01-08,3147,91,9917.0
2021-01-09,683,21,NaN
2021-01-10,2161,8,12311.0
2021-01-11,2952,24,18205.0
2021-01-12,3330,35,9295.0
2021-01-13,2762,4,6967.0
2021-01-14,1737,8,19920.0
2021-01-15,1293,64,19131.0
2021-01-16,3249,29,15700.0
2021-01-17,2916,80,NaN
2021-01-18,2307,30,7680.0
2021-01-19,414,2,1979.0
2021-01-20,717,22,9213.0
2021-01-21,4702,49,8894.0
2021-01-22,3240,60,11135.0
2021-01-23,4160,100,10212.0
2021-01-24,3494,91,12088.0
2021-01-25,116,3,610.0
2021-01-26,943,27,6225.0
2021-01-27,42,1,1918.0
2021-01-28,3585,88,7881.0
2021-01-29,648,9,2281.0
2021-01-30,392,1,12737.0
2021-01-31,1419,6,16746.0
2021-02-01,1452,28,10976.0
2021-02-02,3629,85,11667.0
2021-02-03,2134,46,8183.0
2021-02-04,2417,51,11238.0
2021-02-05,4163,45,19571.0
2021-02-06,3788,68,16213.0
2021-02-07,338,1,1086.0
2021-02-08,3052,86,15078.0
2021-02-09,3033,83,14338.0
2021-02-10,1965,41,18380.0
2021-02-11,1413,8,9984.0
2021-02-12,4146,67,13767.0
2021-02-13,2416,96,4079.0
2021-02-14,3900,82,6981.0
2021-02-15,179,7,12397.0
2021-02-16,3162,41,13689.0
2021-02-17,661,10,18850.0
2021-02-18,1474,2,11485.0
2021-02-19,1995,90,11681.0
2021-02-20,1805,2,3478.0
2021-02-21,2189,45,18299.0
2021-02-22,1228,54,10415.0
2021-02-23,3994,7,11340.0
2021-02-24,1372,1,14517.0
2021-02-25,3630,74,15391.0
2021-02-26,3135,76,7837.0
2021-02-27,1208,41,9331.0
2021-02-28,2994,62,12510.0
2021-03-01,3747,59,16822.0
2021-03-02,246,1,12094.0
2021-03-03,2467,78,11803.0
2021-03-04,2972,7,14972.0
2021-03-05,2430,91,14908.0
2021-03-06,3140,19,10534.0
2021-03-07,2808,20,12500.0
2021-03-08,1465,66,4065.0
2021-03-09,2550,79,15476.0
2021-03-10,4437,50,14113.0
2021-03-11,1743,26,14690.0
2021-03-12,1407,60,1486.0
2021-03-13,3878,43,NaN
2021-03-14,3182,32,3312.0
2021-03-15,280,5,13556.0
2021-03-16,451,13,13521.0
2021-03-17,547,4,6485.0
2021-03-18,4466,26,8677.0
2021-03-19,313,3,4982.0
2021-03-20,4954,92,15641.0
2021-03-21,3086,48,NaN
2021-03-22,2488,98,5040.0
2021-03-23,3242,33,7854.0
2021-03-24,1178,21,12239.0
2021-03-25,3741,4,3934.0
2021-03-26,3612,56,7016.0
2021-03-27,4165,98,14571.0
2021-03-28,2730,63,5988.0
2021-03-29,2435,72,15961.0
2021-03-30,1555,67,17504.0
2021-03-31,2630,8,6697.0
2021-04-01,2021,23,18914.0
2021-04-02,3178,21,NaN
2021-04-03,4922,35,5002.0
2021-04-04,1514,9,2762.0
2021-04-05,412,0,11811.0
2021-04-06,2435,82,19876.0
2021-04-07,3122,53,13471.0
2021-04-08,2140,34,16778.0
2021-04-09,2609,54,10189.0
2021-04-10,1119,55,7505.0
2021-04-11,4260,79,7458.0
2021-04-12,870,28,17925.0
2021-04-13,3793,73,6849.0
2021-04-14,3938,34,13588.0
2021-04-15,950,11,NaN
2021-04-16,4366,96,5842.0
2021-04-17,3088,77,6007.0
2021-04-18,4891,0,18387.0
2021-04-19,4917,5,14816.0
2021-04-20,4189,85,16470.0
2021-04-21,4793,21,16747.0
2021-04-22,4729,94,16126.0
2021-04-23,3631,53,15486.0
2021-04-24,473,1,8324.0
2021-04-25,4619,23,15946.0
2021-04-26,4138,92,5018.0
2021-04-27,3667,44,19387.0
2021-04-28,1731,9,2192.0
2021-04-29,1498,4,10677.0
2021-04-30,1444,25,9254.0
2021-05-01,882,39,15190.0
2021-05-02,4649,13,11180.0
2021-05-03,4331,47,17985.0
2021-05-04,819,14,14008.0
2021-05-05,2458,87,6191.0
2021-05-06,2204,50,9535.0
2021-05-07,4832,18,NaN
2021-05-08,1068,2,4005.0
2021-05-09,4423,21,NaN
2021-05-10,2755,80,16193.0
2021-05-11,1740,85,8873.0
2021-05-12,4273,85,14860.0
2021-05-13,2798,7,16054.0
2021-05-14,349,12,NaN
2021-05-15,904,3,1045.0
2021-05-16,3768,96,16364.0
2021-05-17,2662,91,3826.0
2021-05-18,1342,41,3127.0
2021-05-19,21,0,19567.0
2021-05-20,1814,76,13917.0
2021-05-21,775,29,15627.0
2021-05-22,4828,98,5757.0
2021-05-23,4970,78,12670.0
2021-05-24,1448,63,19729.0
2021-05-25,941,44,4987.0
2021-05-26,1389,6,13663.0
2021-05-27,2374,50,9450.0
2021-05-28,3909,71,7550.0
2021-05-29,3744,26,14432.0
2021-05-30,3913,24,4834.0
2021-05-31,3328,55,NaN
2021-06-01,478,0,17510.0
2021-06-02,2263,71,NaN
2021-06-03,2667,49,19336.0
2021-06-04,1689,35,NaN
2021-06-05,2754,29,10142.0
2021-06-06,3421,10,8879.0
2021-06-07,2067,66,18498.0
2021-06-08,2982,36,15794.0
2021-06-09,1420,47,7080.0
2021-06-10,4177,12,13701.0
2021-06-11,3275,53,7137.0
2021-06-12,3215,40,17774.0
2021-06-13,2288,77,12693.0
2021-06-14,3317,76,9061.0
2021-06-15,2402,7,10947.0
2021-06-16,2766,32,3450.0
2021-06-17,1113,32,10356.0
2021-06-18,2592,73,14053.0
2021-06-19,321,9,19376.0
2021-06-20,4103,97,18617.0
2021-06-21,4756,72,9269.0
2021-06-22,4494,67,14690.0
2021-06-23,1776,27,10862.0
2021-06-24,1727,41,6029.0
2021-06-25,2437,79,18610.0
2021-06-26,2653,97,18864.0
2021-06-27,1956,86,16745.0
2021-06-28,1822,85,8748.0
2021-06-29,606,27,5264.0
2021-06-30,3698,89,13518.0
2021-07-01,2955,86,15940.0
2021-07-02,2432,17,4431.0
2021-07-03,2474,55,8629.0
2021-07-04,3046,50,17238.0
2021-07-05,3569,77,7712.0
2021-07-06,4142,49,11043.0
2021-07-07,3465,57,6387.0
2021-07-08,353,4,7540.0
2021-07-09,2169,87,13028.0
2021-07-10,2529,14,14038.0
2021-07-11,0,0,NaN
2021-07-12,2144,8,5791.0
2021-07-13,1643,49,10633.0
2021-07-14,632,20,13296.0
2021-07-15,34,0,3199.0
2021-07-16,4717,31,10178.0
2021-07-17,3536,17,15355.0
2021-07-18,3856,2,10636.0
2021-07-19,750,5,3822.0
2021-07-20,911,7,1395.0
2021-07-21,3699,68,NaN
2021-07-22,1895,14,11369.0
2021-07-23,2060,85,8446.0
2021-07-24,4190,66,4888.0
2021-07-25,3287,62,19590.0
2021-07-26,4455,62,14446.0
2021-07-27,582,22,11204.0
2021-07-28,1911,9,8086.0
2021-07-29,4795,3,19171.0
2021-07-30,2367,81,17212.0
2021-07-31,1081,17,3720.0
2021-08-01,4347,100,10881.0
2021-08-02,735,32,NaN
2021-08-03,220,6,2407.0
2021-08-04,1179,1,NaN
2021-08-05,3886,48,15828.0
2021-08-06,4639,4,15218.0
2021-08-07,4106,61,10608.0
2021-08-08,2079,99,9753.0
2021-08-09,697,32,11022.0
2021-08-10,2273,73,2461.0
2021-08-11,79,3,5866.0
2021-08-12,766,5,11600.0
2021-08-13,3686,83,10148.0
2021-08-14,4257,0,17059.0
2021-08-15,1579,74,18654.0
2021-08-16,4579,17,5243.0
2021-08-17,397,19,18830.0
2021-08-18,3731,94,18448.0
2021-08-19,4016,0,15849.0
2021-08-20,3348,75,14218.0
2021-08-21,4236,75,13555.0
2021-08-22,3339,80,9853.0
2021-08-23,2776,44,5480.0
2021-08-24,1529,28,2098.0
2021-08-25,3430,39,7484.0
2021-08-26,1533,11,13534.0
2021-08-27,2059,17,15566.0
2021-08-28,2239,42,16071.0
2021-08-29,1995,41,3646.0
2021-08-30,670,6,9058.0
2021-08-31,912,10,9178.0
2021-09-01,2943,20,7974.0
2021-09-02,2294,41,17649.0
2021-09-03,4939,47,7352.0
2021-09-04,2589,74,NaN
2021-09-05,3797,47,12880.0
2021-09-06,2153,61,6843.0
2021-09-07,3095,20,3435.0
2021-09-08,4033,17,7066.0
2021-09-09,4275,78,4999.0
2021-09-10,4417,18,14488.0
2021-09-11,3424,95,5562.0
2021-09-12,4683,64,19927.0
2021-09-13,1824,33,9303.0
2021-09-14,4088,72,7950.0
2021-09-15,4106,19,NaN
2021-09-16,1204,53,8262.0
2021-09-17,4772,71,13898.0
2021-09-18,1256,47,19806.0
2021-09-19,1048,28,4647.0
2021-09-20,2395,77,7609.0
2021-09-21,2121,58,14497.0
2021-09-22,4840,80,19527.0
2021-09-23,99,0,12036.0
2021-09-24,1112,19,7788.0
2021-09-25,3699,75,18929.0
2021-09-26,4163,75,7761.0
2021-09-27,2283,92,13041.0
2021-09-28,319,6,17639.0
2021-09-29,4472,56,12733.0
2021-09-30,2776,12,5089.0
2021-10-01,2038,66,6019.0
2021-10-02,2116,94,12161.0
2021-10-03,1872,39,10475.0
2021-10-04,3034,22,15104.0
2021-10-05,3910,30,9540.0
2021-10-06,2202,63,19658.0
2021-10-07,3481,48,19325.0
2021-10-08,1436,7,2376.0
2021-10-09,359,13,14808.0
2021-10-10,2233,29,16107.0
2021-10-11,2026,97,NaN
2021-10-12,1973,37,6765.0
2021-10-13,1496,31,18911.0
2021-10-14,2211,84,4855.0
2021-10-15,3754,32,NaN
2021-10-16,4024,74,10252.0
2021-10-17,3198,95,3980.0
2021-10-18,2723,2,12812.0
2021-10-19,3963,4,11504.0
2021-10-20,4411,65,7809.0
2021-10-21,2913,71,6113.0
2021-10-22,4407,59,4858.0
2021-10-23,3484,57,8900.0
2021-10-24,3144,68,18929.0
2021-10-25,506,2,16087.0
2021-10-26,4872,48,NaN
2021-10-27,2261,88,12451.0
2021-10-28,3355,37,8705.0
2021-10-29,2576,4,13126.0
2021-10-30,1088,25,2350.0
2021-10-31,2297,65,9095.0
2021-11-01,2571,32,3754.0
2021-11-02,30,0,6030.0
2021-11-03,4100,96,NaN
2021-11-04,640,30,4797.0
2021-11-05,9,0,NaN
2021-11-06,4019,15,9382.0
2021-11-07,2146,26,3643.0
2021-11-08,1664,65,2734.0
2021-11-09,1891,37,6816.0
2021-11-10,2620,53,13508.0
2021-11-11,4696,14,16341.0
2021-11-12,3510,39,12307.0
2021-11-13,4278,55,18472.0
2021-11-14,2274,64,9180.0
2021-11-15,1217,3,16518.0
2021-11-16,4297,32,10469.0
2021-11-17,3915,99,5614.0
2021-11-18,1393,38,12081.0
2021-11-19,1265,35,15316.0
2021-11-20,2597,68,5420.0
2021-11-21,1801,54,10563.0
2021-11-22,2939,73,18669.0
2021-11-23,67,2,6528.0
2021-11-24,3781,25,10149.0
2021-11-25,4647,85,17382.0
2021-11-26,3790,63,16541.0
2021-11-27,3827,20,12995.0
2021-11-28,1818,34,14336.0
2021-11-29,2673,1,3502.0
2021-11-30,3559,48,12635.0
2021-12-01,1526,38,13718.0
2021-12-02,3379,37,19332.0
2021-12-03,2173,23,14503.0
2021-12-04,3886,28,12820.0
2021-12-05,2772,28,5650.0
2021-12-06,437,20,1375.0
2021-12-07,870,2,19147.0
2021-12-08,2475,93,10910.0
2021-12-09,1131,10,15741.0
2021-12-10,3575,80,5725.0
2021-12-11,1428,29,NaN
2021-12-12,1282,7,2874.0
2021-12-13,2477,5,16141.0
2021-12-14,791,5,6135.0
2021-12-15,3636,80,18708.0
2021-12-16,4949,80,NaN
2021-12-17,2023,32,16504.0
2021-12-18,635,20,1160.0
2021-12-19,2267,80,14188.0
2021-12-20,2401,51,15220.0
2021-12-21,3926,61,13255.0
2021-12-22,2568,5,3332.0
2021-12-23,1794,86,11670.0
2021-12-24,3511,73,15726.0
2021-12-25,2959,0,6301.0
2021-12-26,397,8,15273.0
2021-12-27,4705,92,NaN
2021-12-28,75,0,9707.0
2021-12-29,908,9,4726.0
2021-12-30,847,28,9079.0
2021-12-31,248,9,9929.0
2022-01-01,1159,18,16289.0
2022-01-02,4899,23,15946.0
2022-01-03,1258,37,18746.0
2022-01-04,4316,39,17989.0
2022-01-05,1275,30,6922.0
2022-01-06,4863,47,6708.0
2022-01-07,1598,37,6915.0
2022-01-08,4982,42,16453.0
2022-01-09,2311,16,15331.0
2022-01-10,741,27,18939.0
2022-01-11,2653,37,7704.0
2022-01-12,3545,88,14899.0
2022-01-13,3712,44,16527.0
2022-01-14,3608,76,NaN
2022-01-15,2819,17,11708.0
2022-01-16,4301,43,5146.0
2022-01-17,3304,83,10736.0
2022-01-18,745,2,9384.0
2022-01-19,4044,37,6479.0
2022-01-20,1642,57,7954.0
2022-01-21,2090,50,4115.0
2022-01-22,954,16,5641.0
2022-01-23,3605,24,19365.0
2022-01-24,1291,41,12055.0
2022-01-25,488,21,779.0
2022-01-26,1553,39,9731.0
2022-01-27,4433,13,7934.0
2022-01-28,4004,36,15871.0
2022-01-29,3476,96,15655.0
2022-01-30,2333,37,NaN
2022-01-31,4089,0,NaN
2022-02-01,2398,22,19617.0
2022-02-02,4851,75,18317.0
2022-02-03,104,4,14905.0
2022-02-04,2959,11,7381.0
2022-02-05,2616,11,11839.0
2022-02-06,4720,23,12819.0
2022-02-07,2401,77,15054.0
2022-02-08,4497,21,6811.0
2022-02-09,1565,33,19378.0
2022-02-10,4864,16,14372.0
2022-02-11,3940,68,16719.0
2022-02-12,2015,98,13939.0
2022-02-13,3515,69,8417.0
2022-02-14,958,44,14496.0
2022-02-15,3034,74,3065.0
2022-02-16,1547,27,12885.0
2022-02-17,352,5,16785.0
2022-02-18,279,11,13819.0
2022-02-19,1813,90,3731.0
2022-02-20,829,23,3307.0
2022-02-21,487,14,14147.0
2022-02-22,2114,12,17410.0
2022-02-23,4841,59,5708.0
2022-02-24,2302,89,8152.0
2022-02-25,4467,61,5967.0
2022-02-26,843,39,NaN
2022-02-27,2566,26,17628.0
2022-02-28,1654,34,1990.0
2022-03-01,3163,91,8823.0
2022-03-02,572,17,NaN
2022-03-03,3521,98,10943.0
2022-03-04,548,5,15389.0
2022-03-05,3073,44,17870.0
2022-03-06,3733,47,11776.0
2022-03-07,3325,0,8693.0
2022-03-08,1587,33,4050.0
2022-03-09,4988,33,14905.0
2022-03-10,2340,14,2341.0
2022-03-11,2444,91,7528.0
2022-03-12,1701,2,17130.0
2022-03-13,2170,8,16343.0
2022-03-14,2952,90,9988.0
2022-03-15,2481,78,11846.0
2022-03-16,1691,9,NaN
2022-03-17,1913,20,15336.0
2022-03-18,2351,86,5690.0
2022-03-19,4761,55,12623.0
2022-03-20,3088,86,NaN
2022-03-21,4696,98,13478.0
2022-03-22,4992,15,11154.0
2022-03-23,3031,3,3315.0
2022-03-24,3207,41,12245.0
2022-03-25,1279,27,14307.0
2022-03-26,2649,62,19362.0
2022-03-27,2197,30,13440.0
2022-03-28,1249,9,6554.0
2022-03-29,2231,25,12557.0
2022-03-30,1988,55,19911.0
2022-03-31,4712,94,NaN
2022-04-01,2083,29,11423.0
2022-04-02,4667,26,9950.0
2022-04-03,2665,69,11778.0
2022-04-04,3380,45,16962.0
2022-04-05,333,12,12754.0
2022-04-06,2986,87,15703.0
2022-04-07,3349,73,12046.0
2022-04-08,4736,72,16983.0
2022-04-09,566,23,3396.0
2022-04-10,1897,93,10962.0
2022-04-11,3116,69,14515.0
2022-04-12,2100,11,2214.0
2022-04-13,1451,36,15325.0
